StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,A1,A2,A3,A3_6_TEXT,A3_7_TEXT,A4,A5,state,A6,A7,B8_1,B8_2,B8_3,B8_4,B8_5,B8_6,B8_7,B8_8,B8_9,B8_10,B8_11,B8_12,B8_13,B8_14,B8_15,B8_16,B8_17,B8_18,B8_19,B8_20,B9_1,B9_2,B9_3,B9_4,B9_5,B9_6,B10_1,B11,B12,Attn1,B13_1,B13_2,B13_3,B13_4,B13_5,B13_6,B13_7,B13_8,B13_9,B13_10,B13_11,B13_12,B13_13,B13_14,B13_15,B13_16,B13_17,B14_1,B14_2,B14_3,CFilt,C15,C16,C16_6_TEXT,C17_1,C17_2,C17_3,C17_4,C17_5,C17_6,C17_7,C18,C19,C20,C21,C22,C23,C23_6_TEXT,C24_1,C24_2,C24_3,C24_4,C24_5,C24_6,C24_7,C25,C26,C27,C28,C29,C30,C30_6_TEXT,C31_1,C31_2,C31_3,C31_4,C31_5,C31_6,C31_7,C32,C33,C34,C35,Attn2,D36,D37,D38_1,D38_2,D38_3,D38_4,D38_5,D38_6,D38_7,D38_8,D39_1,D39_2,D39_3,D39_4,D39_5,D39_6,D39_7,D39_8,D39_9,D39_10,D39_11,D39_12,D39_13,D39_14,D39_15,D39_16,D39_17,D39_18,D39_19,D39_20,D39_21,D39_22,D40_1,D40_2,D40_3,D40_4,D40_5,D40_6,D40_7,D40_8,D40_9,D40_10,D40_11,D40_12,E41,E42_1,E42_2,E43_1,E43_2,E43_3,E44_1,E44_2,E44_3,E44_4,E44_5,E44_6,E45_1,E45_2,E45_3,E45_4,E46_1,E46_2,E46_3,E46_4,E46_5,E46_6,E46_7,E47_1,E47_2,E47_3,E48,E49,E50_1,E50_2,E51_1,E51_2,E51_3,E51_4,E51_5,E51_6,G52_1,G52_2,G52_3,G52_4,G53_1,G53_2,G53_3,G54,G55,G55_4_TEXT,G56a,G56b,G57,G58,G59,SC0,opp,RISN,rid,V,cintid,ProjectToken,Q_RelevantIDDuplicate,Q_BallotBoxStuffing,Q_RecaptchaScore,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_TotalDuration,gc,term,score,region,LS,G54_N,Name_1,Name_2,Name-3
5/7/21 8:19,5/7/21 8:27,IP Address,100,488,TRUE,5/7/21 8:27,R_3HZEUyK1PABt7dM,anonymous,EN,I agree to participate in the research study described above.,40,Male,White,,,Post-graduate degree,"$100,001 to $150,000",Massachusetts,Yes,31-60 minutes per day,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,A little,A little,A little,Some,A lot,A lot,6,A moderate amount,Most of the time,Dog,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Somewhat trust,Somewhat trust,Somewhat trust,Somewhat trust,Somewhat trust,Somewhat trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Somewhat trust,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,"Between 501 and 1,000",Between 26 and 50,A lot,Most,A lot,Many,A lot,A lot,A few,A few,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,A little,Some,A little,A little,A little,Some,A lot,None at all,Some,A little,None at all,None at all,Once or twice a day,Once or twice a day,Once or twice a day,Rarely,Sometimes,Sometimes,Several times a week,Once or twice a day,Once or twice a day,Once or twice a day,Several times a month,Several times a day,Once or twice a day,Once or twice a day,Several times a week,Several times a week,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Yes,Yes,Yes,Rarely,Several,Occassionally,Occassionally,Rarely,Occasionally,Frequently,Frequently,Occasionally,Occasionally,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat interested,Somewhat interested,Somewhat interested,-,Democrat,,Strong,,Joe Biden,Democrat,Judicial branch,1,Qual1827-0626Rep,11120900,60954c3d-6b37-3ca0-92d5-aebf77cd93c0,,,,,,,,,488,1,,1,northeast,168,4,0,0,0
5/7/21 8:19,5/7/21 8:30,IP Address,100,639,TRUE,5/7/21 8:30,R_2AGc7hb24hVRr0s,anonymous,EN,I agree to participate in the research study described above.,66,Male,White,,,Associate’s degree or trade school diploma,"$45,001 to $60,000",Arizona,Yes,Less than 10 minutes per day,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,A great deal,A great deal,A great deal,Not at all,A great deal,Not at all,1,A moderate amount,Most of the time,Dog,Trust very much,Trust very much,Trust very much,Trust very much,Distrust very much,Trust very much,Distrust very much,Distrust very much,Trust very much,Trust very much,Somewhat trust,Distrust very much,Somewhat trust,Somewhat trust,Somewhat trust,Somewhat trust,Trust very much,Strongly disagree,Strongly disagree,Strongly agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,None,None,None,None,None,None,None,None,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,Never,Never,Never,Never,Never,Never,Never,Never,Several times a week,Once or twice a day,Never,Never,Never,Never,Never,Never,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,No,No,No,Never,None,Never,Never,Never,Never,Never,Never,Never,Never,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Very interested,Somewhat interested,Very interested,Neither liberal nor conservative,Independent,,,Neither,Kamala Harris,Democrat,Judicial branch,4,Qual1827-0626Rep,11120900,60954c43-8473-f871-506e-715f1e7e2d68,,,,,,,,,639,1,,4,west,168,6,0,0,0
5/7/21 8:18,5/7/21 9:09,IP Address,100,3061,TRUE,5/7/21 9:09,R_12nEJHUB71vTaTz,anonymous,EN,I agree to participate in the research study described above.,63,Male,White,,,Some college,"$30,001 to $45,000",Texas,Yes,10-30 minutes per day,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Some,Some,A lot,A little,Some,Some,6,A lot,Most of the time,Dog,Trust very much,Somewhat distrust,Somewhat trust,Distrust very much,Somewhat distrust,Somewhat trust,Distrust very much,Somewhat distrust,Neither trust nor distrust,Trust very much,Trust very much,Somewhat trust,Somewhat trust,Neither trust nor distrust,Somewhat trust,Somewhat trust,Somewhat trust,Strongly agree,Strongly agree,Strongly disagree,Yes,Deann,Friend,,"Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally","No, never","No, never","Yes, occasionally",Very different,A lot,Like a great deal,E,Vivian,Friend,,"Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally",Somewhat similar,A moderate amount,Like a great deal,F,Michelle,Family member,,"Yes, occasionally","Yes, occasionally","Yes, occasionally","No, never","Yes, occasionally","No, never","Yes, occasionally",Somewhat different,A moderate amount,Like a great deal,D,2021,Between 51 and 150,None,A few,A few,Most,A lot,None,A few,A lot,A few,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,A little,Some,Some,Some,A little,A little,Some,Some,Some,Some,A lot,A little,Several times a month,Several times a week,Several times a month,Never,Never,Never,Never,Never,Several times a week,Once or twice a day,Never,Never,Never,Never,Never,Never,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,No,No,No,Rarely,One or two,Rarely,Occassionally,Never,Never,Never,Never,Never,Never,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Interested,Interested,Interested,Very conservative,Republican,,Strong,,Kamala Harris,Republican,Judicial branch,3,Qual1827-0626Rep,11120900,60954c5d-1924-2414-b4b1-40a0ef62486f,,,,,,,,,3061,1,,3,south,168,11,1,1,1
5/7/21 8:19,5/7/21 8:32,IP Address,100,741,TRUE,5/7/21 8:32,R_3kcCF8dxiZLkCiU,anonymous,EN,I agree to participate in the research study described above.,62,Male,White,,,Some college,"$45,001 to $60,000",Alabama,Yes,31-60 minutes per day,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,A little,A little,A little,A little,A little,A little,,A moderate amount,About half the time,Dog,Somewhat trust,Neither trust nor distrust,Neither trust nor distrust,Somewhat distrust,Neither trust nor distrust,Neither trust nor distrust,Somewhat distrust,Somewhat distrust,Somewhat distrust,Somewhat trust,Somewhat trust,Neither trust nor distrust,Neither trust nor distrust,Somewhat distrust,Somewhat distrust,Neither trust nor distrust,Somewhat distrust,Somewhat agree,Somewhat agree,Somewhat disagree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,50 or fewer,None,None,A few,A few,None,A few,None,A few,A few,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,A little,A little,Some,Some,Some,Some,Some,Some,Some,Some,Some,Some,Several times a week,Several times a month,Several times a month,Rarely,Rarely,Sometimes,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Never,Several times a month,Several times a month,Several times a month,Never,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,No,No,Rarely,One or two,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,A little bit interested,A little bit interested,A little bit interested,-,Republican,,Not that strong,,Kamala Harris,Democrat,Judicial branch,3,Qual1827-0626Rep,11120900,60954c70-1cae-b6ea-98fb-d6d710d136be,,,,,,,,,741,1,,3,south,168,7,0,0,0
5/7/21 8:21,5/7/21 8:38,IP Address,100,1003,TRUE,5/7/21 8:38,R_3Hkz3v2ixeg4VTc,anonymous,EN,I agree to participate in the research study described above.,48,Male,White,,,Post-graduate degree,"$100,001 to $150,000",Michigan,Yes,31-60 minutes per day,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,A great deal,A lot,A great deal,A great deal,A lot,A great deal,7,A great deal,Always,Dog,Trust very much,Somewhat trust,Trust very much,Somewhat trust,Trust very much,Trust very much,Somewhat trust,Trust very much,Somewhat trust,Trust very much,Somewhat trust,Trust very much,Somewhat trust,Trust very much,Trust very much,Somewhat trust,Trust very much,Strongly agree,Somewhat agree,Strongly agree,Yes,James,Friend,,"Yes, often","Yes, occasionally","Yes, often","Yes, occasionally","Yes, often","Yes, occasionally","Yes, often",Very similar,A great deal,Like a great deal,B,David M jerry,Friend,,"Yes, often","Yes, occasionally","Yes, often","Yes, occasionally","Yes, often","Yes, often","Yes, occasionally",Very similar,A great deal,Like a great deal,C,Robert,Neighbor,,"Yes, often","Yes, often","Yes, occasionally","Yes, often","Yes, occasionally","Yes, often","Yes, often",Very similar,A great deal,Like a great deal,B,2021,Between 151 and 500,Between 6 and 10,Most,Many,Most,Most,Many,Most,Many,Most,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,A great deal,A lot,A great deal,Some,A lot,A great deal,A lot,A great deal,A lot,A great deal,A lot,A great deal,Several times a month,Several times a day,Once or twice a day,Very often,Often,Often,Several times a day,Once or twice a day,Several times a day,Once or twice a day,Several times a day,Once or twice a day,Several times a day,Once or twice a day,Several times a day,Once or twice a day,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Yes,No,Yes,Very frequently,Several,Very frequently,Frequently,Very frequently,Frequently,Very frequently,Frequently,Very frequently,Frequently,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Very interested,Interested,Very interested,Very liberal,Democrat,,Strong,,Joe Biden,Democrat,Executive branch,2,Qual1827-0626Rep,11120900,60954c8e-c137-0c3c-df21-41e1d175c29b,,,,,,,,,1003,1,,2,midwest,168,1,1,1,1
5/7/21 8:23,5/7/21 8:35,IP Address,100,739,TRUE,5/7/21 8:35,R_UMDwgRqiVD2aj85,anonymous,EN,I agree to participate in the research study described above.,43,Male,White,,,Post-graduate degree,"More than $150,000",Michigan,Yes,31-60 minutes per day,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Some,A lot,A little,Some,A lot,A great deal,5,A moderate amount,Most of the time,Dog,Somewhat trust,Neither trust nor distrust,Neither trust nor distrust,Trust very much,Somewhat trust,Somewhat trust,Trust very much,Neither trust nor distrust,Somewhat trust,Somewhat trust,Neither trust nor distrust,Neither trust nor distrust,Somewhat trust,Trust very much,Neither trust nor distrust,Somewhat trust,Neither trust nor distrust,Somewhat agree,Strongly agree,Neither agree nor disagree,Yes,rinky,Friend,,"Yes, occasionally","Yes, often","Yes, often","No, never","Yes, often","Yes, occasionally","No, never",Somewhat similar,A moderate amount,Neither like nor dislike,C,bumbug,Friend,,"Yes, occasionally","Yes, often","Yes, occasionally","No, never","Yes, occasionally","Yes, often","Yes, occasionally",Somewhat similar,A moderate amount,Neither like nor dislike,C,reckary,Acquaintance,,"Yes, occasionally","Yes, occasionally","Yes, often","No, never","Yes, occasionally","Yes, occasionally","Yes, often",Somewhat similar,A little,Like somewhat,B,2021,Between 151 and 500,Between 51 and 100,A lot,Most,Many,A few,A lot,A lot,Many,Most,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Some,A lot,A great deal,A little,Some,A lot,A great deal,A lot,A little,Some,A lot,Some,Several times a week,Once or twice a day,Several times a week,Sometimes,Often,Sometimes,Several times a week,Several times a day,Once or twice a day,Several times a week,Once or twice a day,Several times a day,Once or twice a day,Several times a week,Once or twice a day,Once or twice a day,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Yes,Yes,No,Occassionally,Several,Frequently,Occassionally,Occasionally,Frequently,Frequently,Very frequently,Occasionally,Frequently,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Very interested,Somewhat interested,Interested,-,Democrat,,Strong,,Joe Biden,Democrat,Judicial branch,2,Qual1827-0626Rep,11120900,60954cee-87f7-8b6d-244b-cdaa06922829,,,,,,,,,739,1,,2,midwest,168,2,1,1,1
5/7/21 8:23,5/7/21 8:39,IP Address,100,968,TRUE,5/7/21 8:39,R_22Vn06B41b3DgDo,anonymous,EN,I agree to participate in the research study described above.,71,Male,White,,,College degree,"$60,001 to $75,000",New York,Yes,10-30 minutes per day,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,A lot,A lot,A lot,A little,A lot,A lot,4,A moderate amount,About half the time,Dog,Trust very much,Somewhat distrust,Somewhat distrust,Somewhat distrust,Somewhat distrust,Somewhat distrust,Somewhat distrust,Somewhat distrust,Distrust very much,Trust very much,Trust very much,Somewhat trust,Somewhat trust,Neither trust nor distrust,Distrust very much,Trust very much,Neither trust nor distrust,Strongly agree,Strongly agree,Strongly disagree,Yes,ng,Acquaintance,,"Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally","No, never","No, never","Yes, occasionally",Somewhat different,None at all,Neither like nor dislike,B,cc,Friend,,"Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally","No, never","No, never","Yes, occasionally",Very different,A lot,Like somewhat,C,mm,Acquaintance,,"Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally","No, never","No, never","Yes, occasionally",Somewhat different,A moderate amount,Like somewhat,C,2021,50 or fewer,5 or fewer,A lot,A few,A lot,A few,Many,A lot,Many,A few,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,A lot,None at all,Some,Some,Some,A lot,Some,A lot,Some,A little,A lot,A little,Several times a month,Several times a week,Several times a week,Sometimes,Often,Rarely,Several times a week,Several times a month,Several times a month,Several times a week,Several times a month,Several times a month,Several times a week,Several times a week,Several times a month,Several times a month,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,No,No,No,Occassionally,Several,Occassionally,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Rarely,Rarely,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Very interested,Very interested,Very interested,Very conservative,Republican,,Strong,,Kamala Harris,Democrat,Judicial branch,1,Qual1827-0626Rep,11120900,60954d14-7644-ebb0-cc25-df8c8020f7de,,,,,,,,,968,1,,1,northeast,168,11,1,1,1
5/7/21 8:22,5/7/21 8:43,IP Address,100,1281,TRUE,5/7/21 8:43,R_2YDOCwOaIwtwEbc,anonymous,EN,I agree to participate in the research study described above.,40,Male,White,,,Post-graduate degree,"More than $150,000",New York,Yes,1-2 hours per day,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,A great deal,A lot,A lot,A great deal,A lot,A great deal,6,A great deal,Always,Dog,Trust very much,Somewhat trust,Somewhat trust,Trust very much,Trust very much,Somewhat trust,Somewhat trust,Neither trust nor distrust,Somewhat trust,Somewhat trust,Trust very much,Trust very much,Somewhat trust,Somewhat trust,Trust very much,Trust very much,Somewhat trust,Strongly agree,Somewhat agree,Strongly agree,Yes,All time.,Family member,,"Yes, often","Yes, occasionally","Yes, occasionally","Yes, often","Yes, occasionally","Yes, often","Yes, occasionally",Very similar,A lot,Like somewhat,A,All time.,Family member,,"Yes, often","Yes, often","Yes, occasionally","Yes, often","Yes, often","Yes, occasionally","Yes, often",Somewhat similar,A great deal,Like somewhat,A,All time.,Family member,,"Yes, often","Yes, occasionally","Yes, often","Yes, occasionally","Yes, often","Yes, occasionally","Yes, often",Somewhat similar,A great deal,Like somewhat,A,2021,"Between 501 and 1,000",More than 100,Most,Many,Many,Most,Many,Many,Most,Many,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,A great deal,A lot,A lot,A great deal,A great deal,A lot,A lot,Some,A lot,A lot,A great deal,A lot,Once or twice a day,Several times a day,Once or twice a day,Very often,Often,Often,Several times a day,Once or twice a day,Several times a day,Once or twice a day,Once or twice a day,Several times a day,Several times a day,Once or twice a day,Several times a day,Once or twice a day,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Yes,Yes,Yes,Frequently,Quite a few,Very frequently,Frequently,Very frequently,Frequently,Frequently,Very frequently,Very frequently,Frequently,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Very interested,Interested,Very interested,Very liberal,Democrat,,Strong,,Kamala Harris,Democrat,Judicial branch,1,Qual1827-0626Rep,11120900,60954d1c-ce03-d5fd-3ce7-960b88e0ca84,,,,,,,,,1281,1,,1,northeast,168,1,0,0,0
5/7/21 8:23,5/7/21 8:52,IP Address,100,1739,TRUE,5/7/21 8:52,R_1F8qNa27Z9IRWsO,anonymous,EN,I agree to participate in the research study described above.,67,Male,White,,,Associate’s degree or trade school diploma,"$30,001 to $45,000",Indiana,Yes,Less than 10 minutes per day,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,A little,A little,A little,Not at all,Some,Some,3,A moderate amount,Sometimes,Dog,Trust very much,Distrust very much,Somewhat distrust,Distrust very much,Distrust very much,Somewhat distrust,Distrust very much,Distrust very much,Neither trust nor distrust,Trust very much,Somewhat trust,Trust very much,Somewhat distrust,Distrust very much,Distrust very much,Somewhat trust,Neither trust nor distrust,Strongly agree,Strongly agree,Strongly disagree,Yes,he,Acquaintance,,"No, never","Yes, often","Yes, occasionally","Yes, occasionally","No, never","No, never","No, never",Somewhat similar,A moderate amount,Like somewhat,B,li,Family member,,"Yes, often","Yes, often","Yes, often","Yes, occasionally","No, never","No, never","No, never",Very similar,A great deal,Like a great deal,E,dan,Acquaintance,,"Yes, often","Yes, often","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally","No, never",Neither similar nor different,A little,Like somewhat,B,2021,50 or fewer,None,None,A few,A few,A few,None,A few,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None at all,Some,Some,Some,A little,A lot,A little,A lot,A lot,A little,A great deal,A little,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Once or twice a day,Several times a month,Never,Never,Never,Never,Never,Strongly agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,No,No,No,Never,None,Never,Never,Never,Never,Rarely,Rarely,Never,Never,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat interested,Somewhat interested,Somewhat interested,-,Independent,,,Neither,Kamala Harris,Democrat,Judicial branch,2,Qual1827-0626Rep,11120900,60954d1d-2a06-3a1e-5ad7-69692b99daaa,,,,,,,,,1739,1,,2,midwest,168,9,1,1,1
5/7/21 8:24,5/7/21 8:36,IP Address,100,718,TRUE,5/7/21 8:36,R_2amN7GT0MxeO7OG,anonymous,EN,I agree to participate in the research study described above.,41,Male,White,,,Post-graduate degree,"More than $150,000",California,Yes,2-3 hours per day,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,A great deal,A lot,A great deal,A lot,A great deal,A lot,7,A great deal,Always,Dog,Trust very much,Somewhat trust,Trust very much,Somewhat trust,Trust very much,Somewhat trust,Trust very much,Somewhat trust,Trust very much,Somewhat trust,Trust very much,Somewhat trust,Trust very much,Somewhat trust,Trust very much,Somewhat trust,Trust very much,Strongly agree,Somewhat agree,Strongly agree,Yes,yes,Friend,,"Yes, often","Yes, occasionally","Yes, often","Yes, occasionally","Yes, often","Yes, occasionally","Yes, often",Very similar,A great deal,Like a great deal,F,yes,Friend,,"Yes, often","Yes, occasionally","Yes, often","Yes, occasionally","Yes, often","Yes, occasionally","Yes, often",Very similar,A great deal,Like a great deal,F,Aside yes,Friend,,"Yes, often","Yes, occasionally","Yes, often","Yes, occasionally","Yes, often","Yes, occasionally","Yes, often",Very similar,A great deal,Like a great deal,F,2021,"Between 501 and 1,000",More than 100,Most,Many,Most,Many,Most,Many,Most,Many,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,A great deal,A lot,A great deal,A lot,A great deal,A lot,A great deal,A lot,A great deal,A lot,A great deal,A lot,Several times a month,Several times a month,Several times a week,Very often,Often,Very often,Several times a month,Several times a week,Several times a month,Several times a week,Several times a month,Several times a week,Several times a month,Several times a week,Several times a month,Several times a week,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,No,Yes,Yes,Very frequently,Many,Very frequently,Frequently,Very frequently,Frequently,Very frequently,Frequently,Very frequently,Frequently,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Very interested,Interested,Very interested,Very conservative,Democrat,,Strong,,Joe Biden,Democrat,Executive branch,4,Qual1827-0626Rep,11120900,60954d73-f7d5-bcb3-ee6f-839467aaf5d2,,,,,,,,,718,1,,4,west,168,11,0,0,0
5/7/21 8:25,5/7/21 8:36,IP Address,100,699,TRUE,5/7/21 8:36,R_vMi5R0YNleOTH9L,anonymous,EN,I agree to participate in the research study described above.,65,Male,White,,,Some post-graduate education,"$60,001 to $75,000",Florida,No,,,,,,,,,,,,,,,,,,,,,,A lot,Some,A lot,A little,A great deal,A little,4,A moderate amount,Most of the time,Dog,Trust very much,Somewhat trust,Somewhat trust,Somewhat trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Somewhat distrust,Somewhat trust,Trust very much,Trust very much,Somewhat trust,Neither trust nor distrust,Neither trust nor distrust,Somewhat trust,Trust very much,Somewhat trust,Somewhat disagree,Strongly agree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Several times a week,Once or twice a day,Several times a week,Several times a day,Several times a month,Several times a day,Several times a day,Several times a day,Several times a day,Once or twice a day,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,,,,,,,,Rarely,Occasionally,Never,Rarely,Frequently,Never,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Interested,Interested,Somewhat interested,-,Democrat,,Strong,,Joe Biden,Democrat,Judicial branch,3,Qual1827-0626Rep,11120900,60954d98-5802-491f-c5c1-005641b88900,,,,,,,,,699,1,,3,south,168,2,0,0,0
